month,Strategy (Net),Buy & Hold SPY
2022-11,0.04087816171024006,0.05559154651947029
2022-12,-0.047411216188416816,-0.057628164548545024
2023-01,0.07086700318899042,0.06288742945413506
2023-02,-0.026492001346060223,-0.025142674605052262
2023-03,0.059194762805530265,0.03707766246133404
2023-04,0.016491483792763217,0.01597498857621682
2023-05,-0.006351898829609071,0.0046162071154634
2023-06,0.043499584464045116,0.06479974011469225
2023-07,0.028196908071721927,0.032733312174374474
2023-08,-0.01616877471673861,-0.016252138624952006
2023-09,-0.048419121146792476,-0.04743435188690004
2023-10,-0.02705198690146582,-0.021708563678451198
2023-11,0.05922072333039674,0.09134383608718455
2023-12,0.04524602950655132,0.04565531911673415
2024-01,0.015014877832910667,0.015926478317928705
2024-02,0.05137232547014303,0.05218690644115331
